,Gene_Name,Product,Lineage,Tax ID,GO_Terms
7602,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7603,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7604,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7605,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7606,tatD_1,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
7607,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7608,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
7609,msrA_1,Peptide methionine sulfoxide reductase MsrA,f__Methanobacteriaceae,2159,GO:0033743 (peptide-methionine (R)-S-oxide reductase activity) [Confidence: IEA:InterPro]; GO:0008113 (peptide-methionine (S)-S-oxide reductase activity) [Confidence: IEA:InterPro]
7610,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7611,btuD_14,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7612,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7613,pnp,Polyribonucleotide nucleotidyltransferase,f__Methanobacteriaceae,2159,GO:0047847 (deoxyuridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]; GO:0004850 (uridine phosphorylase activity) [Confidence: IEA:UniProtKB-EC]
7614,arnB_2,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7615,ispD_2,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,f__Methanobacteriaceae,2159,GO:0050518 (2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity) [Confidence: IEA:TreeGrafter]; GO:0047349 (D-ribitol-5-phosphate cytidylyltransferase activity) [Confidence: IEA:InterPro]
7616,tdh_2,L-threonine 3-dehydrogenase,f__Methanobacteriaceae,2159,GO:0008743 (L-threonine 3-dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050256 (ribitol-5-phosphate 2-dehydrogenase [(NAD(P)+] activity) [Confidence: IEA:InterPro]
7617,thyX,Flavin-dependent thymidylate synthase,f__Methanomethylophilaceae,2517203,GO:0050660 (flavin adenine dinucleotide binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0070402 (NADPH binding) [Confidence: IEA:TreeGrafter]; GO:0050797 (thymidylate synthase (FAD) activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0004799 (thymidylate synthase activity) [Confidence: IEA:TreeGrafter]
7618,atpB,V-type ATP synthase beta chain,f__Methanomethylophilaceae,2517203,"GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046933 (proton-transporting ATP synthase activity, rotational mechanism) [Confidence: IEA:UniProtKB-UniRule]"
7619,uvrA,UvrABC system protein A,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
7620,sfsA,Sugar fermentation stimulation protein,f__Methanomethylophilaceae,2517203,GO:0003677 (DNA binding) [Confidence: IEA:InterPro]
7621,thiC,Phosphomethylpyrimidine synthase,f__Methanomethylophilaceae,2517203,"GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0016829 (lyase activity) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]"
7622,htpG,Chaperone protein HtpG,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0140662 (ATP-dependent protein folding chaperone) [Confidence: IEA:InterPro]; GO:0051082 (unfolded protein binding) [Confidence: IEA:InterPro]
7623,apeA,M18 family aminopeptidase 1,f__Methanomethylophilaceae,2517203,No GO terms found
7624,pdxT,Pyridoxal 5,f__Methanomethylophilaceae,2517203,GO:0004359 (glutaminase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0036381 (pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0016740 (transferase activity) [Confidence: IEA:UniProtKB-KW]
7625,pdxS,Pyridoxal 5,f__Methanomethylophilaceae,2517203,GO:0036381 (pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity) [Confidence: IEA:UniProtKB-UniRule]
7626,gltA,Citrate synthase,f__Methanomethylophilaceae,2517203,GO:0004108 (citrate (Si)-synthase activity) [Confidence: IEA:TreeGrafter]
7627,fadA,3-ketoacyl-CoA thiolase,f__Methanomethylophilaceae,2517203,GO:0003985 (acetyl-CoA C-acetyltransferase activity) [Confidence: IEA:UniProtKB-EC]
7628,thrS-cat,Threonine--tRNA ligase catalytic subunit,f__Methanomethylophilaceae,2517203,GO:0002161 (aminoacyl-tRNA editing activity) [Confidence: IEA:UniProtKB-ARBA]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004829 (threonine-tRNA ligase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000049 (tRNA binding) [Confidence: IEA:UniProtKB-KW]
7629,trpA,Tryptophan synthase alpha chain,f__Methanomethylophilaceae,2517203,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7630,trpB1,Tryptophan synthase beta chain 1,f__Methanomethylophilaceae,2517203,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7631,tdh,L-threonine 3-dehydrogenase,f__Methanomethylophilaceae,2517203,GO:0004412 (homoserine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]; GO:0050661 (NADP binding) [Confidence: IEA:InterPro]
7632,leuC_1,3-isopropylmalate dehydratase large subunit,f__Methanomethylophilaceae,2517203,"GO:0003861 (3-isopropylmalate dehydratase activity) [Confidence: IEA:InterPro]; GO:0051539 (4 iron, 4 sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]"
7633,mntP,manganese efflux pump MntP,f__Methanomethylophilaceae,2517203,GO:0005384 (manganese ion transmembrane transporter activity) [Confidence: IEA:UniProtKB-UniRule]
7634,ruvB,Holliday junction ATP-dependent DNA helicase RuvB,f__Methanomethylophilaceae,2517203,No GO terms found
7635,eno,Enolase,f__Methanomethylophilaceae,2517203,GO:0000287 (magnesium ion binding) [Confidence: IEA:InterPro]; GO:0004634 (phosphopyruvate hydratase activity) [Confidence: IEA:InterPro]
7636,ilvC,Ketol-acid reductoisomerase,f__Methanomethylophilaceae,2517203,GO:0016853 (isomerase activity) [Confidence: IEA:UniProtKB-KW]; GO:0004455 (ketol-acid reductoisomerase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]
7637,ndhK_2,NAD,f__Methanomethylophilaceae,2517203,GO:0052855 (ADP-dependent NAD(P)H-hydrate dehydratase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0052856 (NAD(P)HX epimerase activity) [Confidence: IEA:UniProtKB-UniRule]
7638,gyrB,DNA gyrase subunit B,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0034335 (DNA negative supercoiling activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7639,proA,Gamma-glutamyl phosphate reductase,f__Methanomethylophilaceae,2517203,GO:0004350 (glutamate-5-semialdehyde dehydrogenase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0050661 (NADP binding) [Confidence: IEA:InterPro]
7640,ndk,Nucleoside diphosphate kinase,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016301 (kinase activity) [Confidence: IEA:UniProtKB-KW]
7641,mbhL_2,Membrane-bound hydrogenase subunit alpha,f__Methanomethylophilaceae,2517203,No GO terms found
7642,mbhJ,putative membrane-bound hydrogenase subunit mbhJ,f__Methanomethylophilaceae,2517203,No GO terms found
7643,copA_2,putative copper-exporting P-type ATPase,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:InterPro]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]; GO:0005507 (copper ion binding) [Confidence: IEA:TreeGrafter]; GO:0043682 (P-type divalent copper transporter activity) [Confidence: IEA:TreeGrafter]
7644,rpiA_1,Ribose-5-phosphate isomerase A,f__Methanomethylophilaceae,2517203,GO:0004751 (ribose-5-phosphate isomerase activity) [Confidence: IEA:UniProtKB-UniRule]
7645,cfbC,Ni-sirohydrochlorin a%2Cc-diamide reductive cyclase complex%2C component CfbC,f__Methanomethylophilaceae,2517203,No GO terms found
7646,metAA,Homoserine O-acetyltransferase,f__Methanomethylophilaceae,2517203,GO:0004414 (homoserine O-acetyltransferase activity) [Confidence: IEA:UniProtKB-EC]; GO:0008899 (homoserine O-succinyltransferase activity) [Confidence: IEA:InterPro]
7647,glpK,Glycerol kinase,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004370 (glycerol kinase activity) [Confidence: IEA:UniProtKB-UniRule]
7648,thrC,Threonine synthase,f__Methanomethylophilaceae,2517203,GO:0003941 (L-serine ammonia-lyase activity) [Confidence: IEA:TreeGrafter]; GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:InterPro]; GO:0004794 (threonine deaminase activity) [Confidence: IEA:TreeGrafter]; GO:0004795 (threonine synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7649,aksF_2,Homoisocitrate dehydrogenase,f__Methanomethylophilaceae,2517203,No GO terms found
7650,trpE,Anthranilate synthase component 1,f__Methanomethylophilaceae,2517203,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7651,iscS2,Cysteine desulfurase IscS 2,f__Methanomethylophilaceae,2517203,GO:0031071 (cysteine desulfurase activity) [Confidence: IEA:UniProtKB-EC]; GO:0051536 (iron-sulfur cluster binding) [Confidence: IEA:UniProtKB-KW]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7652,iscU2,Iron-sulfur cluster assembly scaffold protein IscU 2,f__Methanomethylophilaceae,2517203,"GO:0051537 (2 iron, 2 sulfur cluster binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0031071 (cysteine desulfurase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:UniProtKB-UniRule]"
7653,cysO,Protein CysO,f__Methanomethylophilaceae,2517203,No GO terms found
7654,argG,Argininosuccinate synthase,f__Methanomethylophilaceae,2517203,GO:0004055 (argininosuccinate synthase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]
7655,pan,Proteasome-activating nucleotidase,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:UniProtKB-UniRule]
7656,btuD_27,Vitamin B12 import ATP-binding protein BtuD,f__Methanomethylophilaceae,2517203,No GO terms found
7657,trpB2,Tryptophan synthase beta chain 2,f__Methanomethylophilaceae,2517203,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7658,hisF,Imidazole glycerol phosphate synthase subunit HisF,f__Methanomethylophilaceae,2517203,GO:0000107 (imidazoleglycerol-phosphate synthase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0016829 (lyase activity) [Confidence: IEA:UniProtKB-KW]
7659,vat,VCP-like ATPase,f__Methanomethylophilaceae,2517203,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7660,polC,DNA polymerase II large subunit,f__Methanomethylophilaceae,2517203,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0003887 (DNA-directed DNA polymerase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0004527 (exonuclease activity) [Confidence: IEA:UniProtKB-UniRule]
7661,cas1,CRISPR-associated endonuclease Cas1,f__Methanomethylophilaceae,2517203,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-KW]; GO:0004520 (DNA endonuclease activity) [Confidence: IEA:InterPro]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-UniRule]
7662,wecC_1,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7663,wecC_2,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7664,trpE,Anthranilate synthase component 1,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]; GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]
7665,trpG,Anthranilate synthase component 2,f__Methanobacteriaceae,2159,GO:0004049 (anthranilate synthase activity) [Confidence: IEA:UniProtKB-EC]
7666,trpD,Anthranilate phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0004048 (anthranilate phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]
7667,trpB,Tryptophan synthase beta chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7668,trpA,Tryptophan synthase alpha chain,f__Methanobacteriaceae,2159,GO:0004834 (tryptophan synthase activity) [Confidence: IEA:UniProtKB-UniRule]
7669,arnB_1,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0099620 (UDP-4-amino-4-deoxy-L-arabinose aminotransferase) [Confidence: IEA:UniProtKB-EC]
7670,malK_1,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7671,malK_2,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7672,prpB,2-methylisocitrate lyase,f__Methanobacteriaceae,2159,GO:0016829 (lyase activity) [Confidence: IEA:UniProtKB-KW]
7673,aglK_1,UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminyltransferase,f__Methanobacteriaceae,2159,No GO terms found
7674,hldD_1,ADP-L-glycero-D-manno-heptose-6-epimerase,f__Methanobacteriaceae,2159,GO:0008712 (ADP-glyceromanno-heptose 6-epimerase activity) [Confidence: IEA:UniProtKB-EC]; GO:0003978 (UDP-glucose 4-epimerase activity) [Confidence: IEA:InterPro]
7675,fadB_1,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,No GO terms found
7676,arnB_3,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0008483 (transaminase activity) [Confidence: IEA:UniProtKB-KW]
7677,malK_4,Trehalose,f__Methanobacteriaceae,2159,GO:0005524 (ATP binding) [Confidence: IEA:UniProtKB-KW]; GO:0016887 (ATP hydrolysis activity) [Confidence: IEA:InterPro]
7678,btuD_8,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7679,tatD_1,Tat-linked quality control protein TatD,f__Methanobacteriaceae,2159,GO:0046872 (metal ion binding) [Confidence: IEA:UniProtKB-KW]; GO:0004518 (nuclease activity) [Confidence: IEA:UniProtKB-KW]
7680,rsmA_2,Ribosomal RNA small subunit methyltransferase A,f__Methanobacteriaceae,2159,"GO:0003723 (RNA binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0000179 (rRNA (adenine-N6,N6-)-dimethyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]"
7681,btuD_10,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7682,hcaB,3-phenylpropionate-dihydrodiol,f__Methanobacteriaceae,2159,No GO terms found
7683,arnB_4,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,f__Methanobacteriaceae,2159,GO:0030170 (pyridoxal phosphate binding) [Confidence: IEA:TreeGrafter]; GO:0008483 (transaminase activity) [Confidence: IEA:UniProtKB-KW]
7684,fcl_1,GDP-L-fucose synthase,f__Methanobacteriaceae,2159,GO:0050577 (GDP-L-fucose synthase activity) [Confidence: IEA:UniProtKB-EC]
7685,arnC_3,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,f__Methanobacteriaceae,2159,GO:0016757 (glycosyltransferase activity) [Confidence: IEA:UniProtKB-KW]
7686,thiE,Thiamine-phosphate synthase,f__Methanobacteriaceae,2159,GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004789 (thiamine-phosphate diphosphorylase activity) [Confidence: IEA:UniProtKB-UniRule]
7687,xerC_1,Tyrosine recombinase XerC,f__Methanobacteriaceae,2159,GO:0003677 (DNA binding) [Confidence: IEA:UniProtKB-UniRule]
7688,btuD_13,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7689,wecC_3,UDP-N-acetyl-D-mannosamine dehydrogenase,f__Methanobacteriaceae,2159,"GO:0051287 (NAD binding) [Confidence: IEA:InterPro]; GO:0016628 (oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor) [Confidence: IEA:InterPro]; GO:0089714 (UDP-N-acetyl-D-mannosamine dehydrogenase activity) [Confidence: IEA:UniProtKB-EC]"
7690,fadB_2,Fatty acid oxidation complex subunit alpha,f__Methanobacteriaceae,2159,No GO terms found
7691,upp,Uracil phosphoribosyltransferase,f__Methanobacteriaceae,2159,GO:0005525 (GTP binding) [Confidence: IEA:UniProtKB-KW]; GO:0000287 (magnesium ion binding) [Confidence: IEA:UniProtKB-UniRule]; GO:0004845 (uracil phosphoribosyltransferase activity) [Confidence: IEA:UniProtKB-UniRule]
7692,cheB_4,Chemotaxis response regulator protein-glutamate methylesterase,f__Methanobacteriaceae,2159,GO:0000156 (phosphorelay response regulator activity) [Confidence: IEA:InterPro]; GO:0008984 (protein-glutamate methylesterase activity) [Confidence: IEA:UniProtKB-EC]; GO:0008983 (protein-glutamate O-methyltransferase activity) [Confidence: IEA:UniProtKB-EC]
7693,mltF,Membrane-bound lytic murein transglycosylase F,f__Methanobacteriaceae,2159,No GO terms found
7694,btuD_16,Vitamin B12 import ATP-binding protein BtuD,f__Methanobacteriaceae,2159,No GO terms found
7695,rpiA_1,Ribose-5-phosphate isomerase A,f__Methanomethylophilaceae,2517203,GO:0004751 (ribose-5-phosphate isomerase activity) [Confidence: IEA:UniProtKB-UniRule]
7696,argH_1,Argininosuccinate lyase,f__Methanomethylophilaceae,2517203,GO:0004056 (argininosuccinate lyase activity) [Confidence: IEA:UniProtKB-UniRule]
